"TableName","TablePurpose","Ownership","ColumnOrdinal","ColumnName","SqlType","Nullable","KeyRole","DefaultDefinition","IndexNames","ProductionRows","ProductionNonNullRows","ProductionFillPercent","AgentStrongReferences","AgentTokenReferences","DevAppStrongReferences","DevAppTokenReferences","ProdAppStrongReferences","ProdAppTokenReferences","AllStrongReferences","AllTokenReferences","DataSensitivity","Assessment","MigrationRecommendation","Note"
"GG_YF_Employments","Extern Youforce-dienstverbandbroncontract.","External source contract","16","organizationUnitName","varchar(8000)","True","","","","5876","5876","100","0","0","1","1","1","1","2","2","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_Employments","Extern Youforce-dienstverbandbroncontract.","External source contract","17","jobProfile","varchar(8000)","True","","","","5876","5875","99.98","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_Employments","Extern Youforce-dienstverbandbroncontract.","External source contract","18","jobProfileName","varchar(8000)","True","","","","5876","5875","99.98","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_Employments","Extern Youforce-dienstverbandbroncontract.","External source contract","19","phoneNumbers","varchar(8000)","True","","","","5876","0","0","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_Employments","Extern Youforce-dienstverbandbroncontract.","External source contract","20","isActive","bit","True","","","","5876","1","0.02","0","0","0","12","0","12","0","24","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_Employments","Extern Youforce-dienstverbandbroncontract.","External source contract","21","validFrom","varchar(8000)","True","","","","5876","5876","100","0","0","0","0","1","1","1","1","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_Employments","Extern Youforce-dienstverbandbroncontract.","External source contract","22","validUntil","varchar(8000)","True","","","","5876","5876","100","0","0","0","0","1","1","1","1","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_Employments","Extern Youforce-dienstverbandbroncontract.","External source contract","23","originalHireDate","varchar(8000)","True","","","","5876","2136","36.35","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_Employments","Extern Youforce-dienstverbandbroncontract.","External source contract","24","hireDate","varchar(8000)","True","","","","5876","5876","100","0","0","0","1","0","1","0","2","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_Employments","Extern Youforce-dienstverbandbroncontract.","External source contract","25","dischargeDate","varchar(8000)","True","","","","5876","1470","25.02","0","0","2","5","2","5","4","10","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_Employments","Extern Youforce-dienstverbandbroncontract.","External source contract","26","terminationReason","varchar(8000)","True","","","","5876","1470","25.02","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_Employments","Extern Youforce-dienstverbandbroncontract.","External source contract","27","terminationReasonName","varchar(8000)","True","","","","5876","1470","25.02","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_Employments","Extern Youforce-dienstverbandbroncontract.","External source contract","28","classification","varchar(8000)","True","","","","5876","1","0.02","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_Employments","Extern Youforce-dienstverbandbroncontract.","External source contract","29","classificationName","varchar(8000)","True","","","","5876","1","0.02","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_Employments","Extern Youforce-dienstverbandbroncontract.","External source contract","30","latestSync","datetime2(7)","True","","","","5876","5876","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_Employments","Extern Youforce-dienstverbandbroncontract.","External source contract","31","payrollClientCode","varchar(8000)","True","","","","5876","5876","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_Employments","Extern Youforce-dienstverbandbroncontract.","External source contract","32","payrollInstitutionCode","varchar(8000)","True","","","","5876","5876","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_Employments","Extern Youforce-dienstverbandbroncontract.","External source contract","33","extensions","varchar(8000)","True","","","","5876","0","0","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_Employments","Extern Youforce-dienstverbandbroncontract.","External source contract","34","_rowno","int","False","IDENTITY","","","5876","5876","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_Employments","Extern Youforce-dienstverbandbroncontract.","External source contract","35","_firstdiscovered","datetime","True","","","","5876","5876","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_Employments","Extern Youforce-dienstverbandbroncontract.","External source contract","36","_lastdiscovered","datetime","True","","(getdate())","","5876","5876","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_Employments","Extern Youforce-dienstverbandbroncontract.","External source contract","37","_remarks","sysname","True","","","","5876","0","0","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_EmploymentsExtensions","Extern Youforce-uitbreidingsbroncontract.","External source contract","1","id","varchar(8000)","True","","","","23559","23559","100","7","26","18","62","47","143","72","231","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_EmploymentsExtensions","Extern Youforce-uitbreidingsbroncontract.","External source contract","2","personCode","varchar(8000)","True","","","","23559","23559","100","0","0","8","8","8","8","16","16","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_EmploymentsExtensions","Extern Youforce-uitbreidingsbroncontract.","External source contract","3","employmentCode","varchar(8000)","True","","","","23559","23559","100","0","0","2","2","2","2","4","4","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_EmploymentsExtensions","Extern Youforce-uitbreidingsbroncontract.","External source contract","4","bo4FieldCode","varchar(8000)","True","","","","23559","23559","100","0","0","1","1","1","1","2","2","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_EmploymentsExtensions","Extern Youforce-uitbreidingsbroncontract.","External source contract","5","fieldNameAlias","varchar(8000)","True","","","","23559","23559","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_EmploymentsExtensions","Extern Youforce-uitbreidingsbroncontract.","External source contract","6","value","varchar(8000)","True","","","","23559","23559","100","3","4","6","13","41","75","50","92","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_EmploymentsExtensions","Extern Youforce-uitbreidingsbroncontract.","External source contract","7","description","varchar(8000)","True","","","","23559","16729","71.01","4","5","2","2","2","2","8","9","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_EmploymentsExtensions","Extern Youforce-uitbreidingsbroncontract.","External source contract","8","latestSync","datetime2(7)","True","","","","23559","23559","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_EmploymentsExtensions","Extern Youforce-uitbreidingsbroncontract.","External source contract","9","_rowno","int","False","IDENTITY","","","23559","23559","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_EmploymentsExtensions","Extern Youforce-uitbreidingsbroncontract.","External source contract","10","_firstdiscovered","datetime","True","","","","23559","23559","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_EmploymentsExtensions","Extern Youforce-uitbreidingsbroncontract.","External source contract","11","_lastdiscovered","datetime","True","","(getdate())","","23559","23559","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_EmploymentsExtensions","Extern Youforce-uitbreidingsbroncontract.","External source contract","12","_remarks","sysname","True","","","","23559","0","0","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_OrganizationUnits","Extern Youforce-organisatiebroncontract.","External source contract","1","id","varchar(8000)","True","","","","682","682","100","7","26","18","62","47","143","72","231","intern/configuratie","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_OrganizationUnits","Extern Youforce-organisatiebroncontract.","External source contract","2","parentOrgUnit","varchar(8000)","True","","","","682","681","99.85","0","0","4","11","4","11","8","22","intern/configuratie","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_OrganizationUnits","Extern Youforce-organisatiebroncontract.","External source contract","3","fullName","varchar(8000)","True","","","","682","682","100","5","8","4","7","4","7","13","22","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_OrganizationUnits","Extern Youforce-organisatiebroncontract.","External source contract","4","shortName","varchar(8000)","True","","","","682","682","100","0","0","3","7","3","7","6","14","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_OrganizationUnits","Extern Youforce-organisatiebroncontract.","External source contract","5","validFrom","varchar(8000)","True","","","","682","682","100","0","0","0","0","1","1","1","1","intern/configuratie","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_OrganizationUnits","Extern Youforce-organisatiebroncontract.","External source contract","6","validUntil","varchar(8000)","True","","","","682","682","100","0","0","0","0","1","1","1","1","intern/configuratie","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_OrganizationUnits","Extern Youforce-organisatiebroncontract.","External source contract","7","isBlocked","bit","True","","","","682","682","100","0","0","1","1","1","1","2","2","intern/configuratie","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_OrganizationUnits","Extern Youforce-organisatiebroncontract.","External source contract","8","address","varchar(8000)","True","","","","682","370","54.25","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_OrganizationUnits","Extern Youforce-organisatiebroncontract.","External source contract","9","costCenterCode","varchar(8000)","True","","","","682","646","94.72","0","0","0","0","0","0","0","0","intern/configuratie","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_OrganizationUnits","Extern Youforce-organisatiebroncontract.","External source contract","10","latestSync","datetime2(7)","True","","","","682","682","100","0","0","0","0","0","0","0","0","intern/configuratie","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_OrganizationUnits","Extern Youforce-organisatiebroncontract.","External source contract","11","_rowno","int","False","IDENTITY","","","682","682","100","0","0","0","0","0","0","0","0","intern/configuratie","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_OrganizationUnits","Extern Youforce-organisatiebroncontract.","External source contract","12","_firstdiscovered","datetime","True","","","","682","682","100","0","0","0","0","0","0","0","0","intern/configuratie","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_OrganizationUnits","Extern Youforce-organisatiebroncontract.","External source contract","13","_lastdiscovered","datetime","True","","(getdate())","","682","682","100","0","0","0","0","0","0","0","0","intern/configuratie","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"GG_YF_OrganizationUnits","Extern Youforce-organisatiebroncontract.","External source contract","14","_remarks","sysname","True","","","","682","0","0","0","0","0","0","0","0","0","0","intern/configuratie","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"SystemLookups","Referentiewaarden voor taakuitvoer en planning.","Legacy UAM","1","LookupID","int","False","IDENTITY; PK(1)","","PK__SystemLo__6D8B9C6B4B12C084","11","11","100","0","0","0","0","2","2","2","2","intern/configuratie","structureel","behouden/hermodelleren","Onderdeel van identity-, primary-key- of foreign-keystructuur."
"SystemLookups","Referentiewaarden voor taakuitvoer en planning.","Legacy UAM","2","Category","varchar(50)","False","","","","11","11","100","0","0","0","0","3","6","3","6","intern/configuratie","actief in code","migreren na semantische controle","Exacte codetokens: agent=0, DEV-app=0, PROD-app=6."
"SystemLookups","Referentiewaarden voor taakuitvoer en planning.","Legacy UAM","3","Code","varchar(50)","False","","","","11","11","100","0","8","0","3","8","11","8","22","intern/configuratie","actief in code","migreren na semantische controle","Exacte codetokens: agent=8, DEV-app=3, PROD-app=11."
"SystemLookups","Referentiewaarden voor taakuitvoer en planning.","Legacy UAM","4","Description_Short","varchar(100)","False","","","","11","11","100","0","0","0","0","5","5","5","5","intern/configuratie","actief in code","migreren na semantische controle","Exacte codetokens: agent=0, DEV-app=0, PROD-app=5."
"SystemLookups","Referentiewaarden voor taakuitvoer en planning.","Legacy UAM","5","Description_Long","varchar(500)","True","","","","11","0","0","0","0","0","0","3","3","3","3","intern/configuratie","codegebruik, productie leeg","migreren na semantische controle","Exacte codetokens: agent=0, DEV-app=0, PROD-app=3."
"SystemLookups","Referentiewaarden voor taakuitvoer en planning.","Legacy UAM","6","IsEnabled","bit","False","","((1))","","11","11","100","0","0","0","0","2","5","2","5","intern/configuratie","actief in code","migreren na semantische controle","Exacte codetokens: agent=0, DEV-app=0, PROD-app=5."
"uam_log_minimal","Geaggregeerde unieke gebruikers-/datapunten met eerste waarneming.","Legacy UAM","1","LogID","int","False","IDENTITY; PK(1)","","PK__uam_log___5E5499A8AFA101A3","29575","29575","100","4","4","5","5","8","8","17","17","intern/configuratie","structureel","behouden/hermodelleren","Logische hoofdrecord; productie heeft geen unieke constraint op de natuurlijke combinatie. Onderdeel van identity-, primary-key- of foreign-keystructuur."
"uam_log_minimal","Geaggregeerde unieke gebruikers-/datapunten met eerste waarneming.","Legacy UAM","2","username","varchar(50)","False","","","","29575","29575","100","26","46","15","17","26","26","67","89","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=46, DEV-app=17, PROD-app=26."
"uam_log_minimal","Geaggregeerde unieke gebruikers-/datapunten met eerste waarneming.","Legacy UAM","3","userdomain","varchar(50)","False","","","","29575","29575","100","21","50","2","2","5","5","28","57","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=50, DEV-app=2, PROD-app=5."
"uam_log_minimal","Geaggregeerde unieke gebruikers-/datapunten met eerste waarneming.","Legacy UAM","4","data_collection_type","varchar(20)","False","","","","29575","29575","100","8","11","2","2","2","2","12","15","intern/configuratie","actief in code","migreren na semantische controle","Exacte codetokens: agent=11, DEV-app=2, PROD-app=2."
"uam_log_minimal","Geaggregeerde unieke gebruikers-/datapunten met eerste waarneming.","Legacy UAM","5","data","varchar(1500)","False","","","","29575","29575","100","16","40","2","8","2","12","20","60","intern/configuratie","actief in code","migreren na semantische controle","Exacte codetokens: agent=40, DEV-app=8, PROD-app=12."
"uam_log_minimal","Geaggregeerde unieke gebruikers-/datapunten met eerste waarneming.","Legacy UAM","6","first_logged_datetime","datetime2(7)","False","","","","29575","29575","100","1","1","4","4","4","4","9","9","intern/configuratie","actief in code","migreren na semantische controle","Exacte codetokens: agent=1, DEV-app=4, PROD-app=4."
"uam_log_minimal_dates","Dagelijkse gebruiksdatums bij uam_log_minimal.","Legacy UAM","1","LogID","int","False","PK(1); FK->uam_log_minimal.LogID","","PK_uam_log_minimal_dates","113100","113100","100","4","4","5","5","8","8","17","17","intern/configuratie","structureel","behouden/hermodelleren","Enige fysiek afgedwongen FK naast DeviceScriptSchedules.Script_GUID. Onderdeel van identity-, primary-key- of foreign-keystructuur."
"uam_log_minimal_dates","Dagelijkse gebruiksdatums bij uam_log_minimal.","Legacy UAM","2","UsedOnDate","date","False","PK(2)","","PK_uam_log_minimal_dates","113100","113100","100","2","2","0","0","0","0","2","2","intern/configuratie","structureel","behouden/hermodelleren","Onderdeel van identity-, primary-key- of foreign-keystructuur."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","1","company","varchar(3)","False","","","","7179","7179","100","4","7","11","11","9","9","24","27","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","2","personeelsnr","varchar(8000)","True","","","","7179","7179","100","0","0","10","14","0","4","10","18","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","3","personeelsnr_orig","varchar(8000)","True","","","","7179","7179","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","4","Volgnummer_contract","bigint","True","","","","7179","7179","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","5","remarks","varchar(31)","False","","","","7179","7179","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","6","Status_Contract","varchar(29)","False","","","","7179","7179","100","0","0","3","7","0","4","3","11","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","7","DagenVoorBegindatum","int","True","","","","7179","129","1.8","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","8","DagenNaEinddatum","int","True","","","","7179","1930","26.88","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","9","DagenTotMaxEinddatum","int","True","","","","7179","1850","25.77","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","10","Last_Einddatum_contracts","date","True","","","","7179","1850","25.77","0","0","0","2","0","2","0","4","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","11","Begindatum_contract","date","True","","","","7179","7179","100","0","0","1","1","0","0","1","1","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","12","Einddatum_contract","date","True","","","","7179","1930","26.88","0","0","1","1","0","0","1","1","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","13","MeerdereContractenTegelijk","int","False","","","","7179","7179","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","14","Naam","varchar(8000)","False","","","","7179","7179","100","0","6","0","1","6","7","6","14","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","15","initialen","nvarchar(max)","True","","","","7179","7021","97.8","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","16","Roepnaam","varchar(8000)","True","","","","7179","5773","80.42","0","0","0","2","0","2","0","4","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","17","Tussenvoegsel","varchar(8000)","True","","","","7179","1107","15.42","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","18","Achternaam","varchar(8000)","True","","","","7179","7025","97.85","0","0","0","2","0","2","0","4","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","19","Tussenvoegsel_partner","varchar(8000)","True","","","","7179","417","5.81","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","20","Achternaam_partner","varchar(8000)","True","","","","7179","2446","34.07","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","21","Organisatorische_eenheid_omschrijving","varchar(8000)","True","","","","7179","7179","100","0","0","3","5","1","3","4","8","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","22","functie_omschrijving","varchar(8000)","True","","","","7179","7066","98.43","0","0","2","4","1","3","3","7","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","23","Organisatorische_eenheid_code","varchar(8000)","True","","","","7179","7179","100","0","0","2","4","1","3","3","7","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","24","Functie_code","varchar(8000)","True","","","","7179","7075","98.55","0","0","2","2","1","1","3","3","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","25","ict_Voorzieningen","varchar(8000)","True","","","","7179","6867","95.65","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","26","ad_DisplayName","varchar(8000)","True","","","","7179","6390","89.01","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"vwt_hr_contracts","Extern HR-contractviewcontract.","External source contract","27","SamAccountName","varchar(8000)","True","","","","7179","6390","89.01","0","2","10","14","5","10","15","26","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
